module,jsonKey,verdict,wireLine,matchedVerb,admin,accepts10,acceptsOnOff,verify,symptom
crash,crashCount,APP_READONLY,(none — app renders ReadingRow; no write is ever sent),none — no write is sent; hypothetical li,False,na,na,confirmed,"Display-only row in the app (correct behavior). Value is populated by the boot path from RTC memory (comment System_Settings.cpp:1861-1863, HardwareOne.cpp:1044"
crash,lastResetReason,APP_READONLY,(none — app renders ReadingRow; no write is ever sent),none — no write is sent; hypothetical li,False,na,na,confirmed,Display-only row in the app (correct behavior). Populated at boot from RTC memory (System_Settings.cpp:1861-1863); no user write path exists on either side.
debug,enabled,DEAD,enabled on,none,False,na,na,confirmed,"toggle flips, snaps back on 700ms re-fetch; 'Unknown command: enabled on' in console log"
camera,cameraCaptureFolder,WORKS,cameraCaptureFolder /photos,cameracapturefolder,True,na,na,confirmed,Text writes and persists verbatim; no path validation; an empty string cannot be written (bare command just reports)
camera,cameraMaxStoredImages,WORKS,cameraMaxStoredImages 100,cameramaxstoredimages,True,na,na,confirmed,Slider applies and persists
camera,cameraAutoCapture,WORKS,cameraAutoCapture on,cameraautocapture,True,yes,yes,confirmed,Toggle applies and persists; no camera-running gate
camera,cameraAutoCaptureInterval,WORKS,cameraAutoCaptureInterval 60,cameraautocaptureinterval,True,na,na,confirmed,Slider applies and persists (app slider range 10-3600 matches handler range)
camera,cameraSendAfterCapture,WORKS,cameraSendAfterCapture on,camerasendaftercapture,True,yes,yes,confirmed,Toggle applies and persists
camera,cameraTargetDevice,WORKS,cameraTargetDevice nodeA,cameratargetdevice,True,na,na,confirmed,Text writes and persists verbatim; cannot be cleared to empty from the app (bare command reports instead of clearing)
microphone,microphoneAutoStart,DEAD,microphoneAutoStart on,none — searched all CommandEntry tables,False,na,na,confirmed,"Toggle flips in UI, firmware replies ""Unknown command: microphoneAutoStart on"" (visible only in Console log), no write occurs, toggle snaps back on the 700 ms l"
edgeimpulse,enabled,DEAD,enabled on,none,False,na,na,confirmed,Firmware replies 'Unknown command' (visible only in Console log); toggle snaps back to stored value on the 700 ms loadControls re-fetch. Nothing written.
edgeimpulse,requireLabels,DEAD,requireLabels on,none,False,na,na,confirmed,'Unknown command' in console lane; toggle snaps back after 700 ms re-fetch. Nothing written.
edgeimpulse,minConfidence,DEAD,minConfidence 0.6,none,False,na,na,confirmed,'Unknown command' in console lane; slider snaps back to stored value after 700 ms re-fetch. Nothing written.
edgeimpulse,maxDetections,DEAD,maxDetections 5,none,False,na,na,confirmed,'Unknown command' in console lane; slider snaps back after 700 ms re-fetch. Nothing written.
edgeimpulse,inputSize,DEAD,inputSize 96,none,False,na,na,confirmed,'Unknown command' in console lane; slider snaps back after 700 ms re-fetch. Nothing written.
edgeimpulse,continuous,DEAD,continuous on,none,False,na,na,corrected,'Unknown command' in console lane; toggle snaps back after 700 ms re-fetch. Nothing written.
edgeimpulse,intervalMs,DEAD,intervalMs 1000,none,False,na,na,confirmed,'Unknown command' in console lane; slider snaps back after 700 ms re-fetch. Nothing written.
espsr,srAutoStart,WRONG_VALUE,srAutoStart on   (toggle off sends: srAutoStart off),"srautostart — settingEditorCommands, Sys",True,yes,no,confirmed,Toggling ON reports success in the console lane but writes false; after the 700 ms loadControls re-fetch the switch snaps back to off. Toggling OFF appears to w
espsr,srModelSource,WORKS_QUIRK,"srModelSource 1|SD   (other options send: srModelSource 0|Partition, srModelSource 2|LittleFS)","srmodelsource — settingEditorCommands, S",True,na,no,confirmed,None visible — selection sticks and persists. But correctness is accidental: it only works because every option token happens to LEAD with the numeric value and
espsr,srCommandTimeout,DEAD,"srCommandTimeout 6000   (slider, clean int in 1000..30000 via roundToInt; ControlWidgets.kt:52-53,78 — options null, min/max present -> slider path)",none — searched all CommandEntry tables,False,na,na,confirmed,"Dragging the slider silently does nothing: ""Unknown command"" lands only in the Console log, and the 700 ms re-fetch snaps the slider back to the device's stored"
sensorlog,sensorLogAutoStart,DEAD,sensorLogAutoStart on,none — registered sensorlog* verbs are o,False,na,na,confirmed,"Toggle flips, firmware replies 'Unknown command' (visible only in Console log), value snaps back on the 700 ms re-fetch (ConsoleViewModel.kt:1329-1335). Setting"
sensorlog,sensorLogPath,WORKS_QUIRK,sensorLogPath /logging_captures/sensors/mylog.txt,sensorlogpath,True,na,na,corrected,Correct value stored and persisted; re-fetch shows it. Caveats: an empty text field sends 'sensorLogPath' bare → handler just prints the current value (System_S
sensorlog,sensorLogIntervalMs,DEAD,sensorLogIntervalMs 5000,none — 'sensorlog' fails the boundary ch,False,na,na,confirmed,Slider snaps back to the previous value after the 700 ms re-fetch; 'Unknown command' only in Console log. Setting unreachable from the app.
sensorlog,sensorLogMask,WRONG_VALUE,"sensorLogMask bitmask:1|Thermal  (first option) / sensorLogMask 2|ToF (others) — raw select tokens from comma-split of the options string (SensorControls.kt:60-62, sent verbatim ControlWidgets.kt:130)",sensorlogmask,True,na,na,corrected,"Selecting 'Thermal' (the FIRST dropdown option) shows success but stores 0 — every sensor deselected, persisted AND applied live to gSensorLogMask. The other si"
sensorlog,sensorLogFormat,WORKS_QUIRK,"sensorLogFormat 1|CSV  (raw select token; options 0|Text, 1|CSV, 2|Track)",sensorlogformat,True,na,na,corrected,"Correct value stored, persisted, and applied live for all three options — but only because atoi silently discards the '|Label' tail of the app's raw token. Work"
sensorlog,sensorLogMaxSize,DEAD,sensorLogMaxSize 256000,none — 'sensorlog' fails boundary,False,na,na,confirmed,Slider snaps back after the 700 ms re-fetch; error visible only in Console log. Setting unreachable from the app.
sensorlog,sensorLogMaxRotations,DEAD,sensorLogMaxRotations 3,none — 'sensorlog' fails boundary,False,na,na,confirmed,Slider snaps back after the 700 ms re-fetch; error visible only in Console log. Setting unreachable from the app.
systemlog,systemLogAutoStart,DEAD,systemLogAutoStart on,none,False,na,na,confirmed,"Toggle flips, firmware replies 'Unknown command' (visible only in Console log), nothing written; 700 ms later loadControls re-fetch snaps the toggle back."
systemlog,systemLogPath,DEAD,systemLogPath /sdcard/logs/mylog.txt,none,False,na,na,confirmed,"Text field + Set button renders (STRING, no options -> ControlText, ControlWidgets.kt:54), user types a path, firmware replies 'Unknown command', value snaps ba"
systemlog,systemLogCategoryTags,DEAD,systemLogCategoryTags on,none,False,na,na,confirmed,"Toggle flips, 'Unknown command' in console lane, no write, toggle snaps back after the 700 ms re-fetch."
systemlog,systemLogFlags,MANGLED,systemLogFlags 0x4|HTTP Requests   (first option sends: systemLogFlags bitmask:0x1|Authentication; header rows send: systemLogFlags #|I2C Sensors),systemlogflags,True,na,na,confirmed,Select shows success and the stored setting becomes the raw ugly token (e.g. '0x4|HTTP Requests' instead of canonical formatSystemLogFlags '0x0000...:...:...:00
systemlog,eventLog,WRONG_VALUE,eventLog on,eventlog,True,yes,no,confirmed,"Turning the toggle ON reports success but writes false — the toggle snaps back OFF after the 700 ms re-fetch, looking like a UI glitch. Turning it OFF 'works' o"
batteryLog,enabled,DEAD,enabled on,none,False,na,na,confirmed,"Toggle flips locally, firmware replies 'Unknown command' into the Console log, and the value snaps back on the 700 ms loadControls re-fetch (ConsoleViewModel.kt"
batteryLog,intervalMs,DEAD,intervalMs 60000,none,False,na,na,confirmed,"Slider moves, firmware replies 'Unknown command' (visible only in Console log), value snaps back on the 700 ms re-fetch."
notifications,notifBanners,DEAD,notifBanners on,none,False,na,na,confirmed,"Toggle flips in UI, firmware replies 'Unknown command: notifbanners on' into the BLE console lane, nothing is written, and the 700 ms loadControls re-fetch snap"
notifications,notifToasts,DEAD,notifToasts on,none,False,na,na,confirmed,"Toggle flips in UI, firmware replies 'Unknown command: notiftoasts on' in the console log, no write occurs, toggle snaps back on the 700 ms re-fetch."
notifications,notifQueue,DEAD,notifQueue on,none,False,na,na,confirmed,"Toggle flips in UI, firmware replies 'Unknown command: notifqueue on' in the console log, no write occurs, toggle snaps back on the 700 ms re-fetch."
llm,temperature,APP_READONLY,"(never sent) — hypothetical ""temperature 0.6""",n/a — no write possible; a write WOULD m,False,na,na,confirmed,App shows Temperature as a read-only value; not editable from the app at all
llm,topP,DEAD,topP 0.8,none,False,na,na,confirmed,"Slider appears to accept; ""Unknown command"" lands in Console log; value snaps back on the 700 ms re-fetch"
llm,maxTokens,DEAD,maxTokens 256,none,False,na,na,confirmed,Slider appears to accept; Unknown command in Console log; snaps back after re-fetch
llm,sentenceLimit,DEAD,sentenceLimit 2,none,False,na,na,confirmed,Slider appears to accept; Unknown command in Console log; snaps back after re-fetch
llm,hardCap,DEAD,hardCap 80,none,False,na,na,confirmed,Slider appears to accept; Unknown command in Console log; snaps back after re-fetch
llm,repPenalty,DEAD,repPenalty 1.3,none,False,na,na,confirmed,Slider appears to accept; Unknown command in Console log; snaps back after re-fetch
llm,repWindow,DEAD,repWindow 32,none,False,na,na,confirmed,Slider appears to accept; Unknown command in Console log; snaps back after re-fetch
llm,maxContext,DEAD,maxContext 1024,none,False,na,na,confirmed,Slider appears to accept; Unknown command in Console log; snaps back after re-fetch
llm,defaultModel,DEAD,defaultModel model.bin,none,False,na,na,confirmed,Text field appears to accept; Unknown command in Console log; text snaps back after re-fetch
llm,minP,DEAD,minP 0.05,none,False,na,na,confirmed,Slider appears to accept; Unknown command in Console log; snaps back after re-fetch
llm,kvPrecision,DEAD,kvPrecision 1:FP16,none,False,na,na,confirmed,Select appears to accept; Unknown command in Console log; selection snaps back after re-fetch
llm,autoStart,DEAD,autoStart on,none,False,na,na,confirmed,Toggle flips visually; Unknown command in Console log; toggle snaps back after re-fetch
llm,noRepeatNgram,DEAD,noRepeatNgram 3,none,False,na,na,confirmed,Slider appears to accept; Unknown command in Console log; snaps back after re-fetch
llm,confThreshold,DEAD,confThreshold -1.5,none,False,na,na,confirmed,Slider (range -8..0) appears to accept; Unknown command in Console log; snaps back after re-fetch
llm,contentBoost,DEAD,contentBoost 1.5,none,False,na,na,confirmed,Slider appears to accept; Unknown command in Console log; snaps back after re-fetch
llm,domainGate,DEAD,domainGate on,none,False,na,na,confirmed,Toggle flips visually; Unknown command in Console log; toggle snaps back after re-fetch
llm,profile,DEAD,profile on,none,False,na,na,confirmed,Toggle flips visually; Unknown command in Console log; toggle snaps back after re-fetch
maps,zoom,APP_READONLY,"(none — app renders no editor; a hypothetical ""zoom 2.5"" would get Unknown command)",none — no write is ever sent; for the re,False,na,na,confirmed,Settings card shows 'Default zoom (0.5-20.0)' as a read-only value row; user cannot edit it at all despite the label advertising a range
maps,layers,DEAD,layers 512,none — searched all CommandEntry tables,False,na,na,confirmed,"Slider (0-1023) appears to work, then snaps back to the stored value after the ~700 ms loadControls re-fetch (ConsoleViewModel.kt:1329-1335); 'Unknown command' "
maps,cacheSizeKB,DEAD,cacheSizeKB 2048,none — lowercased line 'cachesizekb 2048,False,na,na,confirmed,Slider (256-4096) snaps back to stored value after the ~700 ms re-fetch; failure visible only as 'Unknown command' in the Console log
